paths,chexpert_labels
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0125edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0126edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0127edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0128edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0129edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 1}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0130edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0131edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0132edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0133edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0134edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0135edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0136edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0137edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0138edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0139edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0140edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0141edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0142edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0143edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0144edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0145edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0146edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0147edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0148edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0149edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0150edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0151edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0152edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 1}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0153edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0154edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0155edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0156edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0157edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0158edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0159edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0160edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 1}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0161edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0162edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0163edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 1}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0164edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0165edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 1}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0166edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 1}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0167edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 1}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0168edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0169edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0170edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0171edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 1}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0172edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0173edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0174edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
"/home/michel/data/Text2Image/mimicxr_train_100/_val_e46_generate_text_top0.85r,edit/No acute cardiopulmonary process. Unremarkable chest radiographic examination/rank_0_000000_fr0.0_cr1.0175edit.png","{'Atelectasis': 0, 'Cardiomegaly': 0, 'Consolidation': 0, 'Edema': 0, 'Enlarged Cardiomediastinum': 0, 'Fracture': 0, 'Lung Lesion': 0, 'Lung Opacity': 0, 'No Finding': 1, 'Pleural Effusion': 0, 'Pleural Other': 0, 'Pneumonia': 0, 'Pneumothorax': 0, 'Support Devices': 0}"
